model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,follic,0.6666666666666666,0.1699050597480342,0.177104142268158,3,5.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.9999999992345626,1.0,0.4524298425735797,1706726736.4758732,0.836731663,0.784472614,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,0.0,0.1730882105433411,0.1825189292093414,9,23.0,0.6666666666666666,1.8888888888888888,2.5555555555555554,0.9295683421560272,1.0,0.2890714122746977,1706725912.604529,8.404664735999999,130.160262414,0.7777777777777778,0.7777777777777778,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,1.0,0.1674265552969397,0.2239361761447354,3,7.0,0.0,1.3333333333333333,2.3333333333333335,0.999999999924102,1.0,0.4839151266255989,1706743252.1899924,0.994997714,1.116163342,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,0.0,0.179289356792474,0.1593182997680565,5,22.0,0.8,3.6,4.4,0.9059639612668856,1.0,0.4106776180698152,1706749188.7123742,1.369510334,11.65202533,0.6,0.6,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,1.0,0.1752273941388133,0.207848254741779,2,4.0,0.0,1.0,2.0,0.9999999996941812,1.0,0.4979466119096509,1706747178.839878,0.164517717,0.005709883,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,1.0,0.1828508118735526,0.2029747297301815,2,4.0,0.0,1.0,2.0,0.9999999999816942,1.0,0.4979466119096509,1706732736.8164709,0.13256906,0.002297383,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,0.6666666666666666,0.177473539107821,0.2187497407555598,3,17.0,0.0,5.0,5.666666666666667,0.9999999970326028,1.0,0.3839835728952772,1706741714.08103,3.621624118,25.207271083,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,1.0,0.1785158972310304,0.1834316962101517,2,4.0,0.0,1.0,2.0,0.9999999998572248,1.0,0.4979423868312757,1706721998.221189,0.167018453,0.004088228,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,0.5,0.1667103377861713,0.21311179860475,2,3.0,0.0,1.0,1.5,0.9999999994879628,1.0,0.4989733059548255,1706742476.805527,0.1428545,0.018932925,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,follic,0.6666666666666666,0.1687687397423388,0.1860716130614808,3,9.0,0.3333333333333333,2.0,3.0,0.9999999993255244,1.0,0.4277891854893909,1706748514.2733438,1.204723512,0.680811792,1.0,1.0,Correlation,Correlation,Correlation
