model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,pbc,0,0.1718565991157427,0.2206202917392191,2,2.0,1.0,0.0,1.0,1.0,1.0,0.7273936170212766,1706780594.8394136,0.056345119,0.022732041,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1465478952386231,0.1449712618715854,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706777337.6985204,0.052649541,0.0382063579999999,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1404492167865959,0.1799250304835844,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706803671.3090904,0.152532782,0.072311877,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1416531739850396,0.1835159262811727,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706820063.1128483,0.162394855,0.084282638,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1389839798940128,0.1047796503119588,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706808954.81466,0.085128959,0.023947997,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1446480225146749,0.1295208080999632,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706786636.7299428,0.230456064,0.123470185,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1498406472375079,0.1600355148055589,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706793474.6985867,0.181557959,0.253493375,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1472635114090981,0.1540564800508933,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706773369.7177367,0.1030249219999999,0.066345218,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1403050866688757,0.1275268753340494,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706798253.258852,0.293407855,0.5777017760000001,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,pbc,0,0.1404891507057455,0.1172753267707302,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706815258.4897785,0.137611079,0.077040344,1.0,1.0,Correlation,Correlation,Correlation
