model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,hd,0,0.1982623767701637,0.2239183598764593,2,2.0,0.5,0.5,1.0,1.0,1.0,0.5591259640102828,1050.456155567,1043.11511642,7.33298501,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1989209823702954,0.1659912697759147,2,3.0,0.5,1.0,1.5,1.0,1.0,0.4987146529562982,1089.354687366,1082.163846297,7.182182231,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.2049549820581768,0.243603177148418,2,3.0,0.5,1.0,1.5,1.0,1.0,0.4980744544287548,1051.023554137,1044.16062766,6.854413686,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1947505296521976,0.2191301306826101,5,9.0,0.2,1.6,1.8,1.0,1.0,0.3573812580231065,1148.799568185,1140.10589887,8.686588224,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1994422886374145,0.1968037414112877,2,2.0,0.5,0.5,1.0,1.0,1.0,0.5603337612323491,887.303119934,881.188080405,6.10827977,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1956705107275419,0.1988523571152762,3,3.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3397600685518423,1053.653750202,1046.347831035,7.291634265000001,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1979205050356383,0.2053622308638636,2,2.0,0.5,0.5,1.0,1.0,1.0,0.6079691516709511,1072.935459447,1065.876311589,7.03403305,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.2023767691532551,0.1917316767785211,2,4.0,0.0,2.0,2.0,1.0,1.0,0.5096401028277635,1074.544033326,1067.173483812,7.361531734,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.205974974541085,0.2298391959116097,3,3.0,0.0,1.0,1.0,1.0,1.0,0.3697047496790757,1125.119455234,1117.282294565,7.827508742,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,hd,0,0.1998702619020511,0.2623454053376631,4,4.0,0.25,0.75,1.0,1.0,1.0,0.3106546854942233,1131.11877824,1122.676329918,8.433236645000001,1.0,1.0,Correlation,Correlation,Correlation
