time,probability
6.0,0.9933774834437086
7.0,0.9867549668874172
64.0,0.9801324503311257
95.0,0.9735099337748343
145.0,0.9668874172185429
297.0,0.9602649006622515
368.0,0.9602649006622515
371.0,0.9602649006622515
373.0,0.9602649006622515
376.0,0.9602649006622515
386.0,0.9602649006622515
390.0,0.9602649006622515
397.0,0.9602649006622515
398.0,0.9602649006622515
403.0,0.9602649006622515
411.0,0.9602649006622515
412.0,0.9602649006622515
416.0,0.9602649006622515
418.0,0.9602649006622515
424.0,0.9602649006622515
426.0,0.9602649006622515
427.0,0.9602649006622515
433.0,0.9602649006622515
437.0,0.9602649006622515
440.0,0.9602649006622515
442.0,0.9602649006622515
445.0,0.9602649006622515
446.0,0.9602649006622515
449.0,0.9602649006622515
451.0,0.9602649006622515
452.0,0.9602649006622515
457.0,0.9602649006622515
458.0,0.9602649006622515
459.0,0.9602649006622515
466.0,0.9602649006622515
475.0,0.9602649006622515
478.0,0.9602649006622515
479.0,0.9515352197471402
480.0,0.9515352197471402
486.0,0.9515352197471402
497.0,0.9515352197471402
510.0,0.9515352197471402
511.0,0.9515352197471402
516.0,0.9515352197471402
519.0,0.9515352197471402
521.0,0.9515352197471402
522.0,0.9515352197471402
529.0,0.9515352197471402
532.0,0.9515352197471402
542.0,0.9515352197471402
544.0,0.9515352197471402
550.0,0.9515352197471402
554.0,0.9515352197471402
568.0,0.9515352197471402
725.0,0.9515352197471402
1048.0,0.9411924456194538
1098.0,0.9411924456194538
1102.0,0.9411924456194538
1105.0,0.9411924456194538
1106.0,0.9411924456194538
1107.0,0.9411924456194538
1108.0,0.9411924456194538
1109.0,0.9411924456194538
1114.0,0.9411924456194538
1123.0,0.9411924456194538
1126.0,0.9411924456194538
1140.0,0.9411924456194538
1150.0,0.9411924456194538
1159.0,0.9289691671049154
1160.0,0.9289691671049154
1161.0,0.9289691671049154
1163.0,0.9289691671049154
1178.0,0.9289691671049154
1191.0,0.9289691671049154
1203.0,0.9289691671049154
1207.0,0.9289691671049154
1211.0,0.9289691671049154
1232.0,0.9289691671049154
1245.0,0.9289691671049154
1248.0,0.9289691671049154
1253.0,0.9289691671049154
1257.0,0.9289691671049154
1262.0,0.9289691671049154
1266.0,0.9289691671049154
1273.0,0.9289691671049154
1290.0,0.9289691671049154
1298.0,0.9289691671049154
1320.0,0.9289691671049154
1346.0,0.9289691671049154
1347.0,0.9289691671049154
1353.0,0.9289691671049154
1366.0,0.9289691671049154
1381.0,0.9289691671049154
1385.0,0.9289691671049154
1388.0,0.9289691671049154
1390.0,0.9289691671049154
1400.0,0.9289691671049154
1420.0,0.9289691671049154
1430.0,0.9289691671049154
1433.0,0.9289691671049154
1438.0,0.9289691671049154
1444.0,0.9289691671049154
1449.0,0.9289691671049154
1451.0,0.9289691671049154
1454.0,0.9289691671049154
1456.0,0.9289691671049154
1458.0,0.9289691671049154
1496.0,0.9031644680186678
1506.0,0.8773597689324202
1577.0,0.8515550698461726
1847.0,0.8515550698461726
1858.0,0.8515550698461726
1880.0,0.8515550698461726
1883.0,0.8515550698461726
1887.0,0.8515550698461726
1893.0,0.8515550698461726
1919.0,0.8515550698461726
1920.0,0.8515550698461726
1923.0,0.8515550698461726
1931.0,0.8515550698461726
1934.0,0.8515550698461726
1940.0,0.8515550698461726
1977.0,0.8515550698461726
1979.0,0.8515550698461726
2006.0,0.8515550698461726
2025.0,0.8515550698461726
2032.0,0.8515550698461726
2065.0,0.8515550698461726
2083.0,0.8515550698461726
2084.0,0.8515550698461726
2100.0,0.8515550698461726
2122.0,0.8515550698461726
2123.0,0.8515550698461726
2126.0,0.8515550698461726
2139.0,0.8515550698461726
2146.0,0.8515550698461726
2152.0,0.8515550698461726
2166.0,0.8515550698461726
2168.0,0.8515550698461726
2172.0,0.8515550698461726
2192.0,0.8515550698461726
2358.0,0.0
