model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,GBSG2,0.5,0.1748935177336456,0.1820121707832002,4,8.0,0.25,1.25,2.0,1.0,1.0,0.3213128038897893,1.5032777786254885,0.44929093,0.561904616,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.14285714285714285,0.1641327063306778,0.1907629590544684,7,16.0,1.1428571428571428,1.0,2.2857142857142856,0.9999999981745836,1.0,0.3521648529752257,1.0628633499145508,0.477393792,0.408655033,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.0,0.1715917612231171,0.2276502206341148,7,18.0,1.5714285714285714,1.0,2.5714285714285716,0.9999999999941362,1.0,0.2877947295423024,9.445815801620483,2.246414831,1.596848272,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.25,0.1648263939919648,0.1438616978944794,8,23.0,1.5,1.125,2.875,0.9999999999712882,1.0,0.3367718446601941,12.590271234512327,1.817763921,0.6731560980000001,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.4,0.1741812857129566,0.1513979137337219,5,18.0,1.0,2.2,3.6,0.9999999999999848,1.0,0.3889967637540453,81.88435101509094,3.618306158,4.046715611,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.16666666666666666,0.1626982866450823,0.2295793110990459,6,30.0,1.6666666666666667,3.1666666666666665,5.0,0.9999999999999996,1.0,0.3460291734197731,7.066746234893799,1.7690473139999998,1.973109752,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.125,0.1646973970651532,0.1920800045474516,8,40.0,1.75,3.125,5.0,0.999996613380504,1.0,0.3239465153970826,21.80594563484192,4.0351062980000005,4.9185476900000005,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.15384615384615385,0.1653813348634195,0.1379721005527124,13,37.0,2.0,0.6923076923076923,2.8461538461538463,0.9999999998258856,1.0,0.2887420521132028,2.9685699939727783,1.42774659,0.960744886,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.0,0.1739074456882769,0.1922213296076105,2,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.5459926128387451,0.2104885409999999,0.068815826,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,GBSG2,0.0,0.1756290225679063,0.1904007666095494,3,6.0,0.6666666666666666,1.3333333333333333,2.0,1.0,1.0,0.3629989212513484,4.960242033004761,0.909181094,0.627774592,1.0,1.0,Correlation,Correlation,Correlation
