model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,hd,0,0.1982064443452276,0.2274564558959582,3,3.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5664095972579263,0.0292088985443115,0.006697712,0.003293401,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.1985376928831212,0.1653578485343903,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0479738712310791,0.013899946,0.007637235,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.2043162147487326,0.2435536632292752,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0291712284088134,0.007156871,0.003871685,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.2034399224173274,0.2284115326373536,4,6.0,0.0,1.5,1.5,0.999999999996722,1.0,0.4223363286264441,0.1325013637542724,0.051357281,0.051756869,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.1989064687320212,0.1886261555306689,3,3.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5699614890885751,0.0285301208496093,0.0072671839999999,0.004117357,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.2097786425796713,0.2126693432964802,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.033517837524414,0.0079136479999999,0.004191524,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.1973131731870758,0.1950731656999393,3,3.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5441302485004285,0.0299210548400878,0.006548423,0.0033151609999999,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.2013526194367932,0.1918764622277357,3,5.0,0.0,1.6666666666666667,1.6666666666666667,1.0,1.0,0.3598971722365038,0.0507564544677734,0.016467221,0.00883635,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.205974974541085,0.2298391959116097,3,3.0,0.0,1.0,1.0,1.0,1.0,0.3697047496790757,0.0365340709686279,0.009558602,0.005402233,1.0,1.0,Correlation,Correlation,Correlation
exact_M-of-N,no_discretization,hd,0,0.1995612691206324,0.2430073217488169,3,3.0,0.0,1.0,1.0,1.0,1.0,0.6148908857509627,0.045870304107666,0.016286784,0.010295946,1.0,1.0,Correlation,Correlation,Correlation
