model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,Melanoma,0,0.147614984764773,0.3015575646427593,11,73.0,0.5454545454545454,6.090909090909091,6.636363636363637,0.9999999248041932,1.0,0.2391304347826087,17.751055368,17.154602147,0.585594003,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1408545062746733,0.1259723757668013,13,79.0,1.5384615384615385,4.538461538461538,6.076923076923077,0.9999999590127328,1.0,0.169314381270903,12.023669976,11.631224861,0.383379932,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.130351431245743,0.1471074875568017,7,39.0,1.4285714285714286,4.142857142857143,5.571428571428571,0.9999971231302008,1.0,0.3266409266409266,13.187014412,12.799416791,0.373810996,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1270714805187632,0.1810635364087993,11,72.0,1.4545454545454546,5.090909090909091,6.545454545454546,0.9999787867157288,1.0,0.2334152334152334,9.626336334,9.29043515,0.3293593739999999,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.128411549899119,0.2177727956298483,10,59.0,1.2,4.7,5.9,0.999994693070326,1.0,0.3648648648648649,42.733530185,41.372926919,1.3510731450000002,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1498113752929645,0.1580582670538565,18,90.0,1.3333333333333333,3.6666666666666665,5.0,0.9999864958713308,1.0,0.2814009661835748,40.657638016,39.36400937100001,1.284331072,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1535096370665351,0.2487375627416007,18,101.0,1.2222222222222223,4.388888888888889,5.611111111111111,0.9999966362182398,1.0,0.3022342995169081,46.32794907,44.839892184,1.4765377320000004,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1463260594054726,0.1590865029460999,7,26.0,1.1428571428571428,2.5714285714285716,3.7142857142857144,0.9999457277147246,1.0,0.3726708074534161,36.535364836,35.43444754,1.094252767,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1391288854445553,0.229668673946812,9,36.0,1.2222222222222223,2.7777777777777777,4.0,0.9999942800733268,1.0,0.4432432432432432,27.479531088,26.468575392,1.002952463,1.0,1.0,Correlation,Correlation,Correlation
complex,no_discretization,Melanoma,0,0.1332758080200894,0.2295965790494593,8,40.0,1.0,4.0,5.0,0.9999999719768786,1.0,0.2858108108108108,10.226496052,9.933327018,0.288054548,1.0,1.0,Correlation,Correlation,Correlation
