model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,lung,0.0,0.1436247754199733,0.1411735078343793,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706820093.1982615,0.041583781,0.041672699,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.3333333333333333,0.1373198594529693,0.1689138011613678,3,3.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.4827586206896552,1706820088.0297222,0.121228165,0.073236288,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.3333333333333333,0.1569836588717055,0.1834663719984203,3,5.0,0.0,1.3333333333333333,1.6666666666666667,0.9999330058410512,1.0,0.4316469321851453,1706820115.5632138,0.036233813,0.025871528,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.0,0.1512743427145294,0.1400489556708593,3,4.0,1.3333333333333333,0.0,1.3333333333333333,0.9999994114762178,1.0,0.3588087549336203,1706820130.085022,0.0137565049999999,0.008485213,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.0,0.1486704766626997,0.1541810224632547,4,7.0,1.25,0.5,1.75,0.999999999999968,1.0,0.360064585575888,1706820120.397062,0.059887558,0.044504713,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.3333333333333333,0.1406403065121126,0.1166468628763747,9,23.0,1.4444444444444444,0.7777777777777778,2.5555555555555554,0.9998391860079712,1.0,0.2026073436191843,1706820103.1616688,0.599469029,0.584522572,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.0,0.1426229490718524,0.1377610414352553,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,1706820107.3057003,0.068173337,0.025400374,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.4,0.1497693859221342,0.185290198426533,5,8.0,0.8,0.4,1.6,0.9999062072844276,1.0,0.3771551724137931,1706820082.711479,0.318989084,0.184264012,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.0,0.152948489056271,0.1647257546528772,4,7.0,1.25,0.5,1.75,0.9998712521538362,1.0,0.3533369214208827,1706820111.7556612,0.07896661,0.070641267,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,lung,0.3333333333333333,0.1494149177645655,0.1496437131203079,3,3.0,0.3333333333333333,0.3333333333333333,1.0,0.9999964531298888,1.0,0.5385719411553642,1706820125.2060978,0.101163461,0.049097352,1.0,1.0,Correlation,Correlation,Correlation
